category,term.ID,term.description,observed.gene.count,background.gene.count,strength,signal,false.discovery.rate,matching.proteins.in.your.network..IDs.,matching.proteins.in.your.network..labels.
GO Process,GO:0048513,Animal organ development,51,3246,0.49,0.98,2.87E-13,"9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000216037,9606.ENSP00000216911,9606.ENSP00000221930,9606.ENSP00000226574,9606.ENSP00000229135,9606.ENSP00000234313,9606.ENSP00000245414,9606.ENSP00000246657,9606.ENSP00000260010,9606.ENSP00000262629,9606.ENSP00000264972,9606.ENSP00000265748,9606.ENSP00000268638,9606.ENSP00000278616,9606.ENSP00000286301,9606.ENSP00000289902,9606.ENSP00000300692,9606.ENSP00000305651,9606.ENSP00000306157,9606.ENSP00000311032,9606.ENSP00000320147,9606.ENSP00000320176,9606.ENSP00000331614,9606.ENSP00000341208,9606.ENSP00000354394,9606.ENSP00000356694,9606.ENSP00000357113,9606.ENSP00000361021,9606.ENSP00000363117,9606.ENSP00000364898,9606.ENSP00000370343,9606.ENSP00000371067,9606.ENSP00000378699,9606.ENSP00000386559,9606.ENSP00000386884,9606.ENSP00000391592,9606.ENSP00000398632,9606.ENSP00000398698,9606.ENSP00000403701,9606.ENSP00000411355,9606.ENSP00000428924,9606.ENSP00000429283,9606.ENSP00000434024,9606.ENSP00000469613,9606.ENSP00000472929,9606.ENSP00000477713,9606.ENSP00000481380,9606.ENSP00000483570,9606.ENSP00000496959","CD74,CD4,XBP1,AURKA,TGFB1,NFKB1,IFNG,PLEK,IRF1,CCR7,TLR2,TYROBP,ZAP70,ANLN,IRF8,ATM,CSF1R,FCER1G,CD3D,CXCL10,IL7R,CASP3,EZH2,HCLS1,IKZF1,STAT5A,STAT1,FASLG,IFI16,PTEN,FGR,SYK,IRF4,JAK2,CDK1,CD8A,CXCR4,PTPN6,CD44,TNF,ARRB2,PTPRC,LYN,DOCK2,H2AX,FLT3LG,VAV1,LCK,CCNA2,BTK,ITGAM"
GO Process,GO:0048519,Negative regulation of biological process,65,5313,0.38,0.81,3.08E-13,"9606.ENSP00000009530,9606.ENSP00000209728,9606.ENSP00000216037,9606.ENSP00000216341,9606.ENSP00000216911,9606.ENSP00000219150,9606.ENSP00000221930,9606.ENSP00000226574,9606.ENSP00000229135,9606.ENSP00000234313,9606.ENSP00000245414,9606.ENSP00000246657,9606.ENSP00000260010,9606.ENSP00000262629,9606.ENSP00000264832,9606.ENSP00000266557,9606.ENSP00000268638,9606.ENSP00000278616,9606.ENSP00000286301,9606.ENSP00000292301,9606.ENSP00000292303,9606.ENSP00000294507,9606.ENSP00000301633,9606.ENSP00000305651,9606.ENSP00000306157,9606.ENSP00000311032,9606.ENSP00000312082,9606.ENSP00000312999,9606.ENSP00000320147,9606.ENSP00000320176,9606.ENSP00000331614,9606.ENSP00000332049,9606.ENSP00000352516,9606.ENSP00000354394,9606.ENSP00000356694,9606.ENSP00000357113,9606.ENSP00000357123,9606.ENSP00000361021,9606.ENSP00000363089,9606.ENSP00000363117,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000370343,9606.ENSP00000371067,9606.ENSP00000375629,9606.ENSP00000376436,9606.ENSP00000378699,9606.ENSP00000379873,9606.ENSP00000380697,9606.ENSP00000380948,9606.ENSP00000391592,9606.ENSP00000398632,9606.ENSP00000398698,9606.ENSP00000399168,9606.ENSP00000403701,9606.ENSP00000405338,9606.ENSP00000411355,9606.ENSP00000418960,9606.ENSP00000428924,9606.ENSP00000434024,9606.ENSP00000477713,9606.ENSP00000483570,9606.ENSP00000496959,9606.ENSP00000497102,9606.ENSP00000498321","CD74,CDC6,XBP1,GZMB,AURKA,CORO1A,TGFB1,NFKB1,IFNG,PLEK,IRF1,CCR7,TLR2,TYROBP,ICAM1,CD27,IRF8,ATM,CSF1R,CCR2,CCR5,LAPTM5,BIRC5,CXCL10,IL7R,CASP3,TLR8,GNAI2,EZH2,HCLS1,IKZF1,CD86,DNMT1,STAT1,FASLG,IFI16,MNDA,PTEN,TLR4,FGR,SYK,HCK,IRF4,JAK2,LILRB2,ETS1,CDK1,HLA-A,IRF7,ITGB2,PTPN6,CD44,TNF,HLA-B,ARRB2,INPP5D,PTPRC,BRCA1,LYN,H2AX,LCK,BTK,ITGAM,CTLA4,MYD88"
GO Process,GO:0050671,Positive regulation of lymphocyte proliferation,15,147,1.3,2.6,3.84E-13,"9606.ENSP00000009530,9606.ENSP00000219150,9606.ENSP00000264972,9606.ENSP00000292301,9606.ENSP00000332049,9606.ENSP00000356946,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000364898,9606.ENSP00000371067,9606.ENSP00000375629,9606.ENSP00000379873,9606.ENSP00000411355,9606.ENSP00000483570,9606.ENSP00000498321","CD74,CORO1A,ZAP70,CCR2,CD86,FCGR3A,CD40,TLR4,SYK,JAK2,LILRB2,HLA-A,PTPRC,BTK,MYD88"
GO Process,GO:0030335,Positive regulation of cell migration,23,529,0.93,1.85,4.02E-13,"9606.ENSP00000009530,9606.ENSP00000216037,9606.ENSP00000219150,9606.ENSP00000221930,9606.ENSP00000229135,9606.ENSP00000246657,9606.ENSP00000249071,9606.ENSP00000264832,9606.ENSP00000278616,9606.ENSP00000286301,9606.ENSP00000292301,9606.ENSP00000305651,9606.ENSP00000312999,9606.ENSP00000341208,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000363117,9606.ENSP00000371067,9606.ENSP00000376436,9606.ENSP00000386884,9606.ENSP00000398698,9606.ENSP00000411355,9606.ENSP00000428924","CD74,XBP1,CORO1A,TGFB1,IFNG,CCR7,RAC2,ICAM1,ATM,CSF1R,CCR2,CXCL10,GNAI2,STAT5A,CD40,TLR4,FGR,JAK2,ETS1,CXCR4,TNF,PTPRC,LYN"
GO Process,GO:0065007,Biological regulation,96,12385,0.18,0.55,4.31E-13,"9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000046794,9606.ENSP00000209728,9606.ENSP00000216037,9606.ENSP00000216341,9606.ENSP00000216911,9606.ENSP00000219150,9606.ENSP00000221930,9606.ENSP00000226574,9606.ENSP00000229135,9606.ENSP00000234313,9606.ENSP00000245414,9606.ENSP00000246657,9606.ENSP00000249071,9606.ENSP00000256442,9606.ENSP00000260010,9606.ENSP00000262629,9606.ENSP00000264832,9606.ENSP00000264972,9606.ENSP00000265748,9606.ENSP00000266557,9606.ENSP00000268638,9606.ENSP00000271450,9606.ENSP00000278616,9606.ENSP00000286301,9606.ENSP00000289902,9606.ENSP00000292301,9606.ENSP00000292303,9606.ENSP00000294507,9606.ENSP00000300692,9606.ENSP00000301633,9606.ENSP00000305651,9606.ENSP00000306157,9606.ENSP00000311032,9606.ENSP00000312082,9606.ENSP00000312999,9606.ENSP00000320147,9606.ENSP00000320176,9606.ENSP00000331614,9606.ENSP00000332049,9606.ENSP00000341208,9606.ENSP00000352516,9606.ENSP00000354394,9606.ENSP00000354782,9606.ENSP00000356694,9606.ENSP00000356946,9606.ENSP00000357113,9606.ENSP00000357123,9606.ENSP00000357643,9606.ENSP00000357981,9606.ENSP00000358490,9606.ENSP00000360250,9606.ENSP00000361021,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000363117,9606.ENSP00000363993,9606.ENSP00000364016,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000367851,9606.ENSP00000370343,9606.ENSP00000371067,9606.ENSP00000375629,9606.ENSP00000376436,9606.ENSP00000376500,9606.ENSP00000378699,9606.ENSP00000379873,9606.ENSP00000380697,9606.ENSP00000380921,9606.ENSP00000380948,9606.ENSP00000386559,9606.ENSP00000386884,9606.ENSP00000391592,9606.ENSP00000398632,9606.ENSP00000398698,9606.ENSP00000399168,9606.ENSP00000403701,9606.ENSP00000405338,9606.ENSP00000411355,9606.ENSP00000418960,9606.ENSP00000428924,9606.ENSP00000429283,9606.ENSP00000433138,9606.ENSP00000434024,9606.ENSP00000469613,9606.ENSP00000472929,9606.ENSP00000477713,9606.ENSP00000478289,9606.ENSP00000481380,9606.ENSP00000483570,9606.ENSP00000484431,9606.ENSP00000496959,9606.ENSP00000497102,9606.ENSP00000498321","CD74,CD4,LCP2,CDC6,XBP1,GZMB,AURKA,CORO1A,TGFB1,NFKB1,IFNG,PLEK,IRF1,CCR7,RAC2,CCNB1,TLR2,TYROBP,ICAM1,ZAP70,ANLN,CD27,IRF8,FCGR2A,ATM,CSF1R,FCER1G,CCR2,CCR5,LAPTM5,CD3D,BIRC5,CXCL10,IL7R,CASP3,TLR8,GNAI2,EZH2,HCLS1,IKZF1,CD86,STAT5A,DNMT1,STAT1,CD247,FASLG,FCGR3A,IFI16,MNDA,MKI67,CTSS,CD2,ENTPD1,PTEN,CD40,TLR4,FGR,PSMB9,PSMB8,SYK,HCK,CYBB,IRF4,JAK2,LILRB2,ETS1,TRAF3,CDK1,HLA-A,IRF7,SH3KBP1,ITGB2,CD8A,CXCR4,PTPN6,CD44,TNF,HLA-B,ARRB2,INPP5D,PTPRC,BRCA1,LYN,DOCK2,CASP1,H2AX,FLT3LG,VAV1,LCK,LOC102723407,CCNA2,BTK,CD48,ITGAM,CTLA4,MYD88"
GO Process,GO:0042129,Regulation of T cell proliferation,16,187,1.23,2.44,5.47E-13,"9606.ENSP00000219150,9606.ENSP00000221930,9606.ENSP00000245414,9606.ENSP00000249071,9606.ENSP00000264972,9606.ENSP00000292301,9606.ENSP00000311032,9606.ENSP00000332049,9606.ENSP00000361021,9606.ENSP00000364898,9606.ENSP00000371067,9606.ENSP00000375629,9606.ENSP00000379873,9606.ENSP00000391592,9606.ENSP00000411355,9606.ENSP00000497102","CORO1A,TGFB1,IRF1,RAC2,ZAP70,CCR2,CASP3,CD86,PTEN,SYK,JAK2,LILRB2,HLA-A,PTPN6,PTPRC,CTLA4"
GO Process,GO:0050672,Negative regulation of lymphocyte proliferation,13,91,1.45,2.82,5.47E-13,"9606.ENSP00000221930,9606.ENSP00000262629,9606.ENSP00000278616,9606.ENSP00000311032,9606.ENSP00000332049,9606.ENSP00000357123,9606.ENSP00000361021,9606.ENSP00000375629,9606.ENSP00000391592,9606.ENSP00000405338,9606.ENSP00000428924,9606.ENSP00000483570,9606.ENSP00000497102","TGFB1,TYROBP,ATM,CASP3,CD86,MNDA,PTEN,LILRB2,PTPN6,INPP5D,LYN,BTK,CTLA4"
GO Process,GO:0010468,Regulation of gene expression,62,4899,0.4,0.83,5.77E-13,"9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000216037,9606.ENSP00000216341,9606.ENSP00000216911,9606.ENSP00000221930,9606.ENSP00000226574,9606.ENSP00000229135,9606.ENSP00000245414,9606.ENSP00000246657,9606.ENSP00000260010,9606.ENSP00000262629,9606.ENSP00000268638,9606.ENSP00000278616,9606.ENSP00000286301,9606.ENSP00000289902,9606.ENSP00000292301,9606.ENSP00000294507,9606.ENSP00000301633,9606.ENSP00000305651,9606.ENSP00000306157,9606.ENSP00000312082,9606.ENSP00000320147,9606.ENSP00000320176,9606.ENSP00000331614,9606.ENSP00000332049,9606.ENSP00000341208,9606.ENSP00000352516,9606.ENSP00000354394,9606.ENSP00000356694,9606.ENSP00000356946,9606.ENSP00000357113,9606.ENSP00000357123,9606.ENSP00000358490,9606.ENSP00000361021,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000363117,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000367851,9606.ENSP00000370343,9606.ENSP00000371067,9606.ENSP00000375629,9606.ENSP00000376436,9606.ENSP00000376500,9606.ENSP00000378699,9606.ENSP00000379873,9606.ENSP00000380697,9606.ENSP00000380948,9606.ENSP00000391592,9606.ENSP00000398698,9606.ENSP00000399168,9606.ENSP00000403701,9606.ENSP00000405338,9606.ENSP00000411355,9606.ENSP00000418960,9606.ENSP00000428924,9606.ENSP00000433138,9606.ENSP00000481380,9606.ENSP00000483570,9606.ENSP00000498321","CD74,CD4,XBP1,GZMB,AURKA,TGFB1,NFKB1,IFNG,IRF1,CCR7,TLR2,TYROBP,IRF8,ATM,CSF1R,FCER1G,CCR2,LAPTM5,BIRC5,CXCL10,IL7R,TLR8,EZH2,HCLS1,IKZF1,CD86,STAT5A,DNMT1,STAT1,FASLG,FCGR3A,IFI16,MNDA,CD2,PTEN,CD40,TLR4,FGR,SYK,HCK,CYBB,IRF4,JAK2,LILRB2,ETS1,TRAF3,CDK1,HLA-A,IRF7,ITGB2,PTPN6,TNF,HLA-B,ARRB2,INPP5D,PTPRC,BRCA1,LYN,CASP1,CCNA2,BTK,MYD88"
GO Process,GO:0019220,Regulation of phosphate metabolic process,34,1405,0.68,1.31,7.16E-13,"9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000046794,9606.ENSP00000209728,9606.ENSP00000216037,9606.ENSP00000221930,9606.ENSP00000229135,9606.ENSP00000234313,9606.ENSP00000246657,9606.ENSP00000256442,9606.ENSP00000278616,9606.ENSP00000286301,9606.ENSP00000301633,9606.ENSP00000311032,9606.ENSP00000312082,9606.ENSP00000312999,9606.ENSP00000320147,9606.ENSP00000320176,9606.ENSP00000332049,9606.ENSP00000361021,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000363117,9606.ENSP00000364898,9606.ENSP00000371067,9606.ENSP00000375629,9606.ENSP00000380948,9606.ENSP00000391592,9606.ENSP00000398632,9606.ENSP00000398698,9606.ENSP00000403701,9606.ENSP00000411355,9606.ENSP00000428924,9606.ENSP00000481380","CD74,CD4,LCP2,CDC6,XBP1,TGFB1,IFNG,PLEK,CCR7,CCNB1,ATM,CSF1R,BIRC5,CASP3,TLR8,GNAI2,EZH2,HCLS1,CD86,PTEN,CD40,TLR4,FGR,SYK,JAK2,LILRB2,ITGB2,PTPN6,CD44,TNF,ARRB2,PTPRC,LYN,CCNA2"
GO Process,GO:1901701,Cellular response to oxygen-containing compound,30,1057,0.75,1.44,7.59E-13,"9606.ENSP00000209728,9606.ENSP00000216037,9606.ENSP00000221930,9606.ENSP00000226574,9606.ENSP00000260010,9606.ENSP00000264832,9606.ENSP00000268638,9606.ENSP00000278616,9606.ENSP00000292303,9606.ENSP00000305651,9606.ENSP00000312999,9606.ENSP00000320147,9606.ENSP00000332049,9606.ENSP00000341208,9606.ENSP00000352516,9606.ENSP00000354394,9606.ENSP00000363089,9606.ENSP00000365012,9606.ENSP00000367851,9606.ENSP00000371067,9606.ENSP00000375629,9606.ENSP00000378699,9606.ENSP00000398698,9606.ENSP00000403701,9606.ENSP00000418960,9606.ENSP00000428924,9606.ENSP00000433138,9606.ENSP00000481380,9606.ENSP00000483570,9606.ENSP00000498321","CDC6,XBP1,TGFB1,NFKB1,TLR2,ICAM1,IRF8,ATM,CCR5,CXCL10,GNAI2,EZH2,CD86,STAT5A,DNMT1,STAT1,TLR4,HCK,CYBB,JAK2,LILRB2,CDK1,TNF,ARRB2,BRCA1,LYN,CASP1,CCNA2,BTK,MYD88"
GO Process,GO:0051247,Positive regulation of protein metabolic process,35,1512,0.66,1.27,9.03E-13,"9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000046794,9606.ENSP00000209728,9606.ENSP00000216037,9606.ENSP00000216911,9606.ENSP00000221930,9606.ENSP00000229135,9606.ENSP00000246657,9606.ENSP00000256442,9606.ENSP00000278616,9606.ENSP00000286301,9606.ENSP00000294507,9606.ENSP00000301633,9606.ENSP00000311032,9606.ENSP00000320147,9606.ENSP00000320176,9606.ENSP00000332049,9606.ENSP00000352516,9606.ENSP00000356694,9606.ENSP00000357113,9606.ENSP00000361021,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000364898,9606.ENSP00000371067,9606.ENSP00000375629,9606.ENSP00000398632,9606.ENSP00000398698,9606.ENSP00000403701,9606.ENSP00000411355,9606.ENSP00000418960,9606.ENSP00000428924,9606.ENSP00000433138,9606.ENSP00000477713","CD74,CD4,LCP2,CDC6,XBP1,AURKA,TGFB1,IFNG,CCR7,CCNB1,ATM,CSF1R,LAPTM5,BIRC5,CASP3,EZH2,HCLS1,CD86,DNMT1,FASLG,IFI16,PTEN,CD40,TLR4,SYK,JAK2,LILRB2,CD44,TNF,ARRB2,PTPRC,BRCA1,LYN,CASP1,LCK"
GO Process,GO:0030889,Negative regulation of B cell proliferation,9,19,1.97,3.32,9.43E-13,"9606.ENSP00000262629,9606.ENSP00000278616,9606.ENSP00000311032,9606.ENSP00000357123,9606.ENSP00000361021,9606.ENSP00000405338,9606.ENSP00000428924,9606.ENSP00000483570,9606.ENSP00000497102","TYROBP,ATM,CASP3,MNDA,PTEN,INPP5D,LYN,BTK,CTLA4"
GO Process,GO:0071222,Cellular response to lipopolysaccharide,16,195,1.21,2.37,9.49E-13,"9606.ENSP00000216037,9606.ENSP00000221930,9606.ENSP00000226574,9606.ENSP00000260010,9606.ENSP00000268638,9606.ENSP00000292303,9606.ENSP00000305651,9606.ENSP00000332049,9606.ENSP00000363089,9606.ENSP00000365012,9606.ENSP00000371067,9606.ENSP00000375629,9606.ENSP00000398698,9606.ENSP00000428924,9606.ENSP00000433138,9606.ENSP00000498321","XBP1,TGFB1,NFKB1,TLR2,IRF8,CCR5,CXCL10,CD86,TLR4,HCK,JAK2,LILRB2,TNF,LYN,CASP1,MYD88"
GO Process,GO:0032680,Regulation of tumor necrosis factor production,15,164,1.26,2.43,1.55E-12,"9606.ENSP00000229135,9606.ENSP00000260010,9606.ENSP00000262629,9606.ENSP00000292301,9606.ENSP00000356946,9606.ENSP00000358490,9606.ENSP00000363089,9606.ENSP00000364898,9606.ENSP00000367851,9606.ENSP00000371067,9606.ENSP00000391592,9606.ENSP00000403701,9606.ENSP00000411355,9606.ENSP00000483570,9606.ENSP00000498321","IFNG,TLR2,TYROBP,CCR2,FCGR3A,CD2,TLR4,SYK,CYBB,JAK2,PTPN6,ARRB2,PTPRC,BTK,MYD88"
GO Process,GO:0032760,Positive regulation of tumor necrosis factor production,13,101,1.4,2.67,1.71E-12,"9606.ENSP00000229135,9606.ENSP00000260010,9606.ENSP00000262629,9606.ENSP00000292301,9606.ENSP00000356946,9606.ENSP00000358490,9606.ENSP00000363089,9606.ENSP00000364898,9606.ENSP00000367851,9606.ENSP00000371067,9606.ENSP00000411355,9606.ENSP00000483570,9606.ENSP00000498321","IFNG,TLR2,TYROBP,CCR2,FCGR3A,CD2,TLR4,SYK,CYBB,JAK2,PTPRC,BTK,MYD88"
GO Process,GO:0031401,Positive regulation of protein modification process,29,1018,0.75,1.42,2.06E-12,"9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000046794,9606.ENSP00000209728,9606.ENSP00000216037,9606.ENSP00000221930,9606.ENSP00000229135,9606.ENSP00000246657,9606.ENSP00000256442,9606.ENSP00000278616,9606.ENSP00000286301,9606.ENSP00000294507,9606.ENSP00000301633,9606.ENSP00000320147,9606.ENSP00000320176,9606.ENSP00000332049,9606.ENSP00000352516,9606.ENSP00000361021,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000364898,9606.ENSP00000371067,9606.ENSP00000375629,9606.ENSP00000398632,9606.ENSP00000398698,9606.ENSP00000403701,9606.ENSP00000411355,9606.ENSP00000418960,9606.ENSP00000428924","CD74,CD4,LCP2,CDC6,XBP1,TGFB1,IFNG,CCR7,CCNB1,ATM,CSF1R,LAPTM5,BIRC5,EZH2,HCLS1,CD86,DNMT1,PTEN,CD40,TLR4,SYK,JAK2,LILRB2,CD44,TNF,ARRB2,PTPRC,BRCA1,LYN"
GO Process,GO:0050900,Leukocyte migration,17,249,1.13,2.18,2.10E-12,"9606.ENSP00000219150,9606.ENSP00000246657,9606.ENSP00000264832,9606.ENSP00000264972,9606.ENSP00000289902,9606.ENSP00000292301,9606.ENSP00000292303,9606.ENSP00000305651,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000380948,9606.ENSP00000386884,9606.ENSP00000398698,9606.ENSP00000428924,9606.ENSP00000472929,9606.ENSP00000477713,9606.ENSP00000498227","CORO1A,CCR7,ICAM1,ZAP70,FCER1G,CCR2,CCR5,CXCL10,SYK,HCK,ITGB2,CXCR4,TNF,LYN,VAV1,LCK,SELL"
GO Process,GO:0043085,Positive regulation of catalytic activity,31,1191,0.71,1.35,2.19E-12,"9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000046794,9606.ENSP00000209728,9606.ENSP00000221930,9606.ENSP00000229135,9606.ENSP00000234313,9606.ENSP00000246657,9606.ENSP00000256442,9606.ENSP00000286301,9606.ENSP00000294507,9606.ENSP00000312999,9606.ENSP00000320147,9606.ENSP00000332049,9606.ENSP00000356694,9606.ENSP00000357113,9606.ENSP00000361021,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000363117,9606.ENSP00000364898,9606.ENSP00000371067,9606.ENSP00000380948,9606.ENSP00000398632,9606.ENSP00000398698,9606.ENSP00000411355,9606.ENSP00000428924,9606.ENSP00000433138,9606.ENSP00000472929,9606.ENSP00000477713,9606.ENSP00000496959","CD74,CD4,LCP2,CDC6,TGFB1,IFNG,PLEK,CCR7,CCNB1,CSF1R,LAPTM5,GNAI2,EZH2,CD86,FASLG,IFI16,PTEN,CD40,TLR4,FGR,SYK,JAK2,ITGB2,CD44,TNF,PTPRC,LYN,CASP1,VAV1,LCK,ITGAM"
GO Process,GO:0051049,Regulation of transport,37,1763,0.62,1.17,2.20E-12,"9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000216037,9606.ENSP00000216341,9606.ENSP00000219150,9606.ENSP00000221930,9606.ENSP00000226574,9606.ENSP00000229135,9606.ENSP00000249071,9606.ENSP00000260010,9606.ENSP00000289902,9606.ENSP00000292301,9606.ENSP00000301633,9606.ENSP00000305651,9606.ENSP00000312999,9606.ENSP00000320176,9606.ENSP00000356694,9606.ENSP00000357981,9606.ENSP00000361021,9606.ENSP00000363089,9606.ENSP00000363117,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000367851,9606.ENSP00000371067,9606.ENSP00000375629,9606.ENSP00000378699,9606.ENSP00000380948,9606.ENSP00000386884,9606.ENSP00000391592,9606.ENSP00000398698,9606.ENSP00000403701,9606.ENSP00000411355,9606.ENSP00000428924,9606.ENSP00000429283,9606.ENSP00000483570,9606.ENSP00000496959","CD74,CD4,XBP1,GZMB,CORO1A,TGFB1,NFKB1,IFNG,RAC2,TLR2,FCER1G,CCR2,BIRC5,CXCL10,GNAI2,HCLS1,FASLG,CTSS,PTEN,TLR4,FGR,SYK,HCK,CYBB,JAK2,LILRB2,CDK1,ITGB2,CXCR4,PTPN6,TNF,ARRB2,PTPRC,LYN,DOCK2,BTK,ITGAM"
GO Process,GO:0051173,Positive regulation of nitrogen compound metabolic process,49,3166,0.48,0.95,2.30E-12,"9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000046794,9606.ENSP00000209728,9606.ENSP00000216037,9606.ENSP00000216911,9606.ENSP00000221930,9606.ENSP00000226574,9606.ENSP00000229135,9606.ENSP00000245414,9606.ENSP00000246657,9606.ENSP00000256442,9606.ENSP00000260010,9606.ENSP00000268638,9606.ENSP00000278616,9606.ENSP00000286301,9606.ENSP00000294507,9606.ENSP00000301633,9606.ENSP00000305651,9606.ENSP00000311032,9606.ENSP00000320147,9606.ENSP00000320176,9606.ENSP00000332049,9606.ENSP00000341208,9606.ENSP00000352516,9606.ENSP00000354394,9606.ENSP00000356694,9606.ENSP00000357113,9606.ENSP00000361021,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000364898,9606.ENSP00000370343,9606.ENSP00000371067,9606.ENSP00000375629,9606.ENSP00000376436,9606.ENSP00000378699,9606.ENSP00000380697,9606.ENSP00000380948,9606.ENSP00000398632,9606.ENSP00000398698,9606.ENSP00000403701,9606.ENSP00000411355,9606.ENSP00000418960,9606.ENSP00000428924,9606.ENSP00000433138,9606.ENSP00000434024,9606.ENSP00000477713,9606.ENSP00000481380","CD74,CD4,LCP2,CDC6,XBP1,AURKA,TGFB1,NFKB1,IFNG,IRF1,CCR7,CCNB1,TLR2,IRF8,ATM,CSF1R,LAPTM5,BIRC5,CXCL10,CASP3,EZH2,HCLS1,CD86,STAT5A,DNMT1,STAT1,FASLG,IFI16,PTEN,CD40,TLR4,SYK,IRF4,JAK2,LILRB2,ETS1,CDK1,IRF7,ITGB2,CD44,TNF,ARRB2,PTPRC,BRCA1,LYN,CASP1,H2AX,LCK,CCNA2"
GO Process,GO:0045597,Positive regulation of cell differentiation,27,876,0.78,1.48,3.11E-12,"9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000216037,9606.ENSP00000216911,9606.ENSP00000221930,9606.ENSP00000226574,9606.ENSP00000229135,9606.ENSP00000260010,9606.ENSP00000262629,9606.ENSP00000264972,9606.ENSP00000266557,9606.ENSP00000306157,9606.ENSP00000320147,9606.ENSP00000320176,9606.ENSP00000332049,9606.ENSP00000354394,9606.ENSP00000364898,9606.ENSP00000371067,9606.ENSP00000375629,9606.ENSP00000376436,9606.ENSP00000386884,9606.ENSP00000398698,9606.ENSP00000403701,9606.ENSP00000405338,9606.ENSP00000411355,9606.ENSP00000428924,9606.ENSP00000483570","CD74,CD4,XBP1,AURKA,TGFB1,NFKB1,IFNG,TLR2,TYROBP,ZAP70,CD27,IL7R,EZH2,HCLS1,CD86,STAT1,SYK,JAK2,LILRB2,ETS1,CXCR4,TNF,ARRB2,INPP5D,PTPRC,LYN,BTK"
GO Process,GO:0009615,Response to virus,19,356,1.02,1.95,3.51E-12,"9606.ENSP00000221930,9606.ENSP00000226574,9606.ENSP00000229135,9606.ENSP00000245414,9606.ENSP00000260010,9606.ENSP00000305651,9606.ENSP00000312082,9606.ENSP00000354394,9606.ENSP00000357113,9606.ENSP00000361359,9606.ENSP00000363117,9606.ENSP00000371067,9606.ENSP00000376500,9606.ENSP00000380697,9606.ENSP00000386884,9606.ENSP00000398698,9606.ENSP00000411355,9606.ENSP00000433138,9606.ENSP00000498321","TGFB1,NFKB1,IFNG,IRF1,TLR2,CXCL10,TLR8,STAT1,IFI16,CD40,FGR,JAK2,TRAF3,IRF7,CXCR4,TNF,PTPRC,CASP1,MYD88"
GO Process,GO:0030099,Myeloid cell differentiation,17,263,1.1,2.09,4.64E-12,"9606.ENSP00000011653,9606.ENSP00000221930,9606.ENSP00000229135,9606.ENSP00000246657,9606.ENSP00000260010,9606.ENSP00000262629,9606.ENSP00000268638,9606.ENSP00000286301,9606.ENSP00000311032,9606.ENSP00000320176,9606.ENSP00000331614,9606.ENSP00000357113,9606.ENSP00000370343,9606.ENSP00000371067,9606.ENSP00000391592,9606.ENSP00000398698,9606.ENSP00000428924","CD4,TGFB1,IFNG,CCR7,TLR2,TYROBP,IRF8,CSF1R,CASP3,HCLS1,IKZF1,IFI16,IRF4,JAK2,PTPN6,TNF,LYN"
